SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalLatePayments,IncomePerDependent
0,0.299133,55,0,0.587345,4996.5,7,0,0,0,3.0,0,1249.12
0,0.332919,65,0,4.1808,6871.0,11,0,1,0,0.0,0,6871.0
0,0.397895,59,0,1.964197,433.0,8,0,2,0,0.0,0,433.0
0,0.165904,54,0,0.265209,6246.0,7,0,1,0,1.0,0,3123.0
0,0.227337,66,0,0.345527,1306.0,8,0,1,0,2.0,0,435.33
0,0.05666,21,2,0.93009,8242.0,8,0,1,0,3.0,2,2060.5
0,0.389789,61,0,0.498701,15988.0,11,0,2,0,2.0,0,5329.33
0,0.12466,42,0,0.804766,2342.0,10,0,1,0,0.0,0,2342.0
0,0.181569,26,0,0.180121,3986.0,9,0,0,0,2.0,0,1328.67
0,0.12339,59,5,0.265229,3042.0,8,0,3,0,0.0,5,3042.0
0,0.390907,71,0,0.663631,13204.0,4,0,5,0,1.0,0,6602.0
0,0.420742,50,0,0.824874,5302.0,4,1,0,0,0.0,1,5302.0
0,0.116108,65,0,0.783488,19587.0,12,1,2,0,1.0,1,9793.5
0,0.011443,74,0,0.130314,4996.5,7,0,0,0,2.0,0,1665.5
0,0.412424,70,0,0.735859,5966.0,12,0,2,0,1.0,0,2983.0
0,0.58538,74,0,2.009699,5190.0,6,0,3,0,0.0,0,5190.0
0,0.433001,62,0,0.372926,9455.0,13,0,0,0,0.0,0,9455.0
0,0.505461,53,0,0.262187,1223.0,8,0,3,0,0.0,0,1223.0
0,0.216303,29,0,0.358781,5262.0,8,0,1,0,0.0,0,5262.0
0,0.420702,48,0,0.412226,4996.5,5,0,3,0,1.0,0,2498.25
0,0.525896,40,0,2.503339,8780.0,4,0,0,0,1.0,0,4390.0
0,0.093402,82,0,0.132633,4996.5,10,0,2,0,1.0,0,2498.25
0,0.714974,49,0,0.182476,2140.0,15,0,1,0,1.0,0,1070.0
0,0.288121,53,0,0.049235,4943.0,8,0,1,0,2.0,0,1647.67
0,0.20804,59,0,2.500495,2066.0,7,5,0,0,0.0,5,2066.0
0,0.485776,52,0,0.874321,1053.0,9,0,0,0,0.0,0,1053.0
0,0.123987,75,0,0.137095,8792.0,12,0,0,0,3.0,0,2198.0
0,0.264317,43,0,0.466125,4996.5,11,0,1,0,2.0,0,1665.5
1,0.210174,54,1,1.04023,7141.0,12,0,0,0,2.0,1,2380.33
0,0.118532,41,0,1.233884,13937.0,5,0,1,0,3.0,0,3484.25
0,0.530063,33,0,2.045396,2887.0,6,0,1,1,0.0,1,2887.0
0,0.195372,43,0,0.086807,1564.0,8,0,0,0,0.0,0,1564.0
0,0.408812,51,0,2.166245,4646.0,6,0,0,0,1.0,0,2323.0
0,0.334756,45,0,0.079302,3721.0,8,0,0,0,0.0,0,3721.0
0,0.626095,42,2,1.948285,2505.0,7,0,4,0,0.0,2,2505.0
0,0.435148,32,0,1.699928,4610.0,5,0,1,0,0.0,0,4610.0
0,1.0,50,0,10.0,3013.0,9,0,2,0,2.0,0,1004.33
0,0.214565,30,2,0.375414,1131.0,11,0,0,3,2.0,5,377.0
0,0.117797,62,0,0.24945,3453.0,6,5,2,0,1.0,5,1726.5
0,0.682002,53,0,0.862185,1980.0,8,0,0,0,0.0,0,1980.0
0,0.399471,31,0,0.740043,5915.0,10,0,2,0,1.0,0,2957.5
0,0.363913,47,0,8.662181,2907.0,6,0,0,0,2.0,0,969.0
0,0.09773,41,0,0.111786,11959.0,9,0,2,0,2.0,0,3986.33
0,0.217672,56,0,0.256046,4996.5,10,0,1,0,0.0,0,4996.5
0,0.098513,70,0,0.17076,8463.0,10,0,4,5,0.0,5,8463.0
0,0.415387,25,1,1.024886,1421.0,9,0,4,0,1.0,1,710.5
0,0.199535,53,0,0.34876,16385.0,10,0,3,0,0.0,0,16385.0
0,0.290261,49,0,1.024381,17336.0,9,0,2,0,1.0,0,8668.0
0,0.385725,61,0,1.313857,4989.0,8,0,2,0,0.0,0,4989.0
0,0.318628,54,0,1.175197,14162.0,12,0,0,0,1.0,0,7081.0
0,0.333045,41,0,0.565162,3161.0,10,3,1,0,0.0,3,3161.0
0,0.146253,47,0,1.413516,1104.0,8,0,0,1,1.0,1,552.0
0,0.3828,40,0,0.756425,2675.0,11,0,1,0,1.0,0,1337.5
0,0.076999,67,0,0.352638,4996.5,9,0,0,0,0.0,0,4996.5
0,0.233778,52,1,0.333511,1490.0,5,1,0,0,2.0,2,496.67
0,0.05792,78,0,0.440776,4912.0,4,0,2,0,2.0,0,1637.33
0,0.417526,51,0,3.592519,5050.0,9,0,3,0,1.0,0,2525.0
1,0.287135,42,0,0.630831,3260.0,4,0,6,0,0.0,0,3260.0
0,0.401682,30,0,0.687451,3446.0,9,0,0,1,0.0,1,3446.0
0,0.320341,26,1,0.551557,5207.0,11,0,1,0,1.0,1,2603.5
0,0.192411,29,0,0.180671,3134.0,5,0,0,0,2.0,0,1044.67
0,0.121372,55,0,0.084664,4996.5,10,0,0,0,0.0,0,4996.5
0,0.593799,59,0,0.926283,5837.0,6,0,1,0,1.0,0,2918.5
0,0.588484,29,0,0.205949,11599.0,3,0,1,0,0.0,0,11599.0
0,0.645205,64,3,1.053972,4996.5,11,3,1,0,0.0,6,4996.5
0,0.05994,45,0,0.603229,2571.0,4,0,1,0,0.0,0,2571.0
0,0.327199,54,0,2.106955,1806.0,10,0,0,0,1.0,0,903.0
0,0.435708,74,0,1.573934,4996.5,9,0,2,0,1.0,0,2498.25
0,1.0,64,0,1.303822,17227.0,5,0,1,0,1.0,0,8613.5
0,0.315243,48,0,0.205494,8237.0,10,0,0,0,0.0,0,8237.0
0,0.270185,39,0,0.048761,8631.0,6,0,0,1,1.0,1,4315.5
1,0.188529,21,0,2.730477,4996.5,10,1,1,0,1.0,1,2498.25
0,0.052947,41,0,0.667346,6881.0,8,0,1,0,0.0,0,6881.0
0,0.437071,49,1,0.53045,5412.0,13,0,2,0,1.0,1,2706.0
0,0.265844,38,1,0.456012,8348.0,5,0,0,0,0.0,1,8348.0
0,0.638,50,0,1.158831,4996.5,11,0,0,0,1.0,0,2498.25
0,0.373057,53,0,2.530182,1585.0,5,0,1,0,0.0,0,1585.0
0,0.4438,48,1,0.312324,8763.0,3,0,3,0,0.0,1,8763.0
0,0.213772,42,0,0.086357,4996.5,8,0,1,0,1.0,0,2498.25
0,0.380934,54,0,5.137678,2009.0,7,0,2,0,1.0,0,1004.5
0,0.448834,58,0,0.967678,9485.0,7,0,2,0,2.0,0,3161.67
0,0.091782,36,0,1.037974,18856.0,9,0,1,0,1.0,0,9428.0
0,0.138693,71,0,0.026567,4905.0,9,0,1,0,1.0,0,2452.5
0,0.320288,50,0,0.841597,2554.0,7,0,1,0,0.0,0,2554.0
0,0.481569,52,0,0.056453,5423.0,4,0,0,0,2.0,0,1807.67
0,0.596717,61,0,0.42324,4996.5,7,0,0,0,1.0,0,2498.25
0,0.140176,55,0,1.399525,3000.0,7,0,1,0,0.0,0,3000.0
0,0.127257,65,2,0.89138,4996.5,9,0,0,0,3.0,2,1249.12
0,0.381684,56,0,1.416065,1362.0,12,0,0,0,0.0,0,1362.0
0,0.529911,43,3,0.316669,4996.5,9,0,5,0,0.0,3,4996.5
0,0.133478,57,2,0.202322,4991.0,8,0,1,0,1.0,2,2495.5
0,0.351344,35,0,0.400411,4827.0,11,0,0,5,1.0,5,2413.5
0,0.006104,53,0,0.587953,6469.0,10,0,2,1,0.0,1,6469.0
0,0.442554,51,0,0.303428,4996.5,5,0,2,2,0.0,2,4996.5
0,0.564902,49,0,0.536441,5343.0,6,0,3,0,2.0,0,1781.0
0,0.075966,50,0,0.616919,7931.0,5,0,2,0,0.0,0,7931.0
0,0.409889,25,0,0.830363,2251.0,9,0,2,0,0.0,0,2251.0
0,0.357321,44,0,8.063066,9084.0,6,0,0,0,1.0,0,4542.0
0,0.32871,53,0,0.189506,4996.5,11,5,0,0,0.0,5,4996.5
0,0.260043,54,0,1.408989,4996.5,15,0,0,0,1.0,0,2498.25
0,0.17018,37,0,0.629437,4504.0,10,0,0,0,1.0,0,2252.0
0,0.055814,69,0,5.426512,11230.0,5,0,0,0,2.0,0,3743.33
0,0.400608,39,0,0.215067,1723.0,8,0,2,0,1.0,0,861.5
0,0.333495,65,0,0.462194,791.0,9,0,2,0,0.0,0,791.0
0,0.295284,57,0,0.392123,4996.5,7,0,1,0,0.0,0,4996.5
0,0.420045,42,0,0.051642,7149.0,6,0,1,0,2.0,0,2383.0
0,0.079693,76,0,0.608414,4996.5,7,0,1,0,0.0,0,4996.5
0,0.632127,35,0,0.701642,13170.0,3,0,1,0,0.0,0,13170.0
0,0.573774,64,0,0.28385,6973.0,5,0,2,0,0.0,0,6973.0
0,0.087055,66,0,0.049472,3130.0,10,0,1,0,1.0,0,1565.0
0,0.271532,42,1,1.768241,764.0,9,0,1,0,1.0,1,382.0
0,0.715673,71,0,4.75123,4996.5,11,0,1,0,1.0,0,2498.25
0,0.446476,48,0,2.721309,11185.0,9,0,2,0,0.0,0,11185.0
0,0.479618,56,0,0.632017,3591.0,5,0,0,5,1.0,5,1795.5
0,0.302311,55,0,0.514013,4996.5,10,0,1,0,0.0,0,4996.5
0,0.2784,50,2,2.662927,4996.5,3,0,0,3,1.0,5,2498.25
0,0.286685,63,0,2.620295,2181.0,6,0,0,0,1.0,0,1090.5
0,0.19279,63,0,0.764453,8091.0,10,0,1,0,1.0,0,4045.5
0,0.298226,27,0,0.664551,18209.0,4,0,0,0,0.0,0,18209.0
0,0.438387,70,0,1.327402,4280.0,6,0,1,0,1.0,0,2140.0
0,0.134559,28,0,0.764324,1991.0,10,0,0,0,1.0,0,995.5
0,0.343886,66,5,3.041432,4659.0,7,0,0,0,0.0,5,4659.0
0,0.261094,67,0,1.198517,829.0,12,0,1,0,0.0,0,829.0
1,1.0,36,0,1.424776,6435.0,10,0,2,1,1.0,1,3217.5
0,0.100329,46,0,1.352095,7057.0,11,0,3,1,2.0,1,2352.33
0,0.467896,36,0,0.545867,18779.0,12,0,1,0,0.0,0,18779.0
0,0.396389,48,0,5.291846,4996.5,6,0,0,0,0.0,0,4996.5
0,0.231466,47,0,0.549021,6814.0,9,0,0,0,1.0,0,3407.0
0,0.415489,62,0,0.490978,2467.0,10,0,2,0,0.0,0,2467.0
0,0.107179,70,0,0.449208,3695.0,7,0,0,0,0.0,0,3695.0
0,0.232815,71,0,5.220702,1450.0,7,0,1,0,3.0,0,362.5
0,0.687215,44,0,0.08152,4205.0,7,0,1,0,1.0,0,2102.5
0,0.255474,49,0,0.292103,3849.0,6,0,0,0,0.0,0,3849.0
0,0.236086,28,0,1.435559,6243.0,5,1,1,0,0.0,1,6243.0
0,0.360706,40,0,0.930155,2984.0,10,0,2,1,0.0,1,2984.0
0,0.221729,65,0,0.819394,5253.0,5,0,1,0,0.0,0,5253.0
0,0.331534,74,0,1.032928,3764.0,12,0,1,0,1.0,0,1882.0
1,0.311587,34,0,2.422976,3769.0,10,2,1,0,0.0,2,3769.0
0,0.312454,43,0,0.805171,5241.0,7,0,1,0,1.0,0,2620.5
0,0.141409,51,0,0.765395,5076.0,10,0,1,0,2.0,0,1692.0
0,0.380966,55,5,3.022579,9035.0,12,0,1,0,1.0,5,4517.5
0,0.173638,40,0,0.806804,4462.0,4,0,0,0,1.0,0,2231.0
0,0.270832,57,0,1.468749,3714.0,2,0,2,2,0.0,2,3714.0
0,0.170434,45,0,0.027235,4996.5,10,0,0,0,1.0,0,2498.25
0,0.300451,51,0,0.361883,4996.5,5,0,2,0,1.0,0,2498.25
0,0.322795,59,3,0.264515,3685.0,8,0,1,0,0.0,3,3685.0
0,0.274242,52,0,0.253555,24957.0,4,0,2,0,1.0,0,12478.5
0,0.20093,45,0,0.400722,2368.0,11,0,1,0,0.0,0,2368.0
0,0.166947,50,1,0.387153,3932.0,7,0,1,2,0.0,3,3932.0
0,0.018127,50,0,1.763212,3604.0,12,0,0,0,0.0,0,3604.0
0,0.358165,46,0,0.246684,4032.0,7,0,4,0,1.0,0,2016.0
0,0.167378,48,0,1.90362,4996.5,3,0,2,0,1.0,0,2498.25
0,0.451585,74,0,1.5344,6144.0,5,0,2,0,0.0,0,6144.0
0,0.380555,59,0,0.171691,4996.5,9,0,0,2,1.0,2,2498.25
0,0.209897,47,0,0.107364,4996.5,9,0,1,0,0.0,0,4996.5
0,0.129787,61,0,0.42719,4996.5,8,0,0,0,0.0,0,4996.5
0,0.197997,47,4,2.4334,4996.5,11,2,2,0,1.0,6,2498.25
0,0.591415,68,0,0.879057,800.0,4,0,2,0,1.0,0,400.0
0,0.408261,57,0,5.385993,2249.0,9,0,2,0,0.0,0,2249.0
0,0.224979,50,0,0.110856,4047.0,6,0,2,1,2.0,1,1349.0
0,0.129226,58,0,0.132652,38724.0,7,0,1,0,1.0,0,19362.0
0,0.297728,30,0,0.157148,7590.0,6,0,2,0,2.0,0,2530.0
0,0.229317,36,0,1.422523,1157.0,4,0,0,0,2.0,0,385.67
0,0.439376,35,0,1.377853,2830.0,12,0,1,0,0.0,0,2830.0
0,0.090853,54,0,1.109715,4709.0,7,0,2,0,1.0,0,2354.5
0,0.302384,76,0,0.858138,6020.0,8,0,1,0,0.0,0,6020.0
0,0.586548,83,0,3.607565,1716.0,8,0,0,0,0.0,0,1716.0
0,0.245014,60,0,0.586968,4411.0,8,0,0,0,0.0,0,4411.0
0,0.08209,59,0,2.400922,2768.0,7,0,0,0,3.0,0,692.0
0,0.239268,26,0,9.344772,4996.5,11,0,4,0,1.0,0,2498.25
0,0.220523,44,0,0.275955,6049.0,6,0,2,0,1.0,0,3024.5
0,0.178735,40,1,0.349647,9127.0,10,0,0,0,0.0,1,9127.0
0,0.271007,43,0,0.061325,4996.5,9,0,1,0,1.0,0,2498.25
0,0.307454,49,0,1.394228,7781.0,9,0,1,0,1.0,0,3890.5
0,0.451311,45,0,0.413371,4996.5,7,0,1,1,0.0,1,4996.5
0,0.3456,24,0,0.553892,8704.0,12,0,0,0,1.0,0,4352.0
0,0.394636,62,0,6.836975,6293.0,7,0,1,0,0.0,0,6293.0
0,0.363884,36,0,1.289342,4996.5,7,0,1,0,1.0,0,2498.25
0,0.099437,55,0,0.221001,3012.0,7,0,1,0,0.0,0,3012.0
0,0.285782,81,0,0.385436,3302.0,9,0,0,0,0.0,0,3302.0
0,0.357599,39,0,0.257008,5214.0,11,2,2,0,0.0,2,5214.0
0,0.408655,21,0,0.971891,34610.0,9,0,1,0,0.0,0,34610.0
0,0.591693,47,0,0.763618,6254.0,3,0,2,0,1.0,0,3127.0
0,0.216439,67,5,2.961385,3014.0,12,0,2,0,0.0,5,3014.0
0,0.20908,79,0,0.93332,2525.0,7,0,0,0,0.0,0,2525.0
0,1.0,34,1,0.456667,3316.0,10,0,0,0,0.0,1,3316.0
0,0.1973,58,0,0.864472,28052.0,7,0,1,0,0.0,0,28052.0
0,0.132511,45,4,0.17298,4996.5,13,0,3,0,1.0,4,2498.25
0,0.147916,50,0,0.367702,10152.0,6,0,0,0,1.0,0,5076.0
0,0.209456,89,0,0.68874,3638.0,7,0,1,2,1.0,2,1819.0
0,0.062015,30,0,3.964413,4996.5,14,0,0,0,1.0,0,2498.25
0,0.599674,55,0,1.751601,4996.5,4,0,0,0,0.0,0,4996.5
0,0.234159,58,0,0.829783,3110.0,7,0,3,0,3.0,0,777.5
0,0.232427,67,0,1.122113,2942.0,5,0,1,0,0.0,0,2942.0
0,0.31789,53,0,2.486824,4996.5,8,0,1,0,3.0,0,1249.12
0,0.05131,56,0,0.569965,10804.0,8,0,1,0,0.0,0,10804.0
0,0.548904,46,0,1.892854,9251.0,7,0,1,0,0.0,0,9251.0
0,0.336703,55,1,0.379817,9226.0,11,0,2,0,0.0,1,9226.0
0,0.275882,47,0,0.903182,7098.0,7,0,1,0,0.0,0,7098.0
0,1.0,60,0,2.273295,4996.5,10,0,0,0,1.0,0,2498.25
1,0.273732,46,0,2.069825,5090.0,3,0,0,1,1.0,1,2545.0
0,0.289518,57,0,0.074938,4996.5,8,0,1,1,3.0,1,1249.12
0,0.27794,51,0,0.819687,1539.0,6,1,2,0,1.0,1,769.5
0,0.074583,67,0,1.484824,4996.5,2,0,2,0,1.0,0,2498.25
0,0.232355,51,0,0.354192,1880.0,9,0,1,0,0.0,0,1880.0
0,1.0,27,0,1.968256,13619.0,3,0,1,0,0.0,0,13619.0
0,0.437118,69,0,0.179259,637.0,8,0,0,0,2.0,0,212.33
1,0.446564,39,0,0.21505,3562.0,7,0,5,0,0.0,0,3562.0
0,0.150049,42,0,0.021173,448.0,10,0,2,0,1.0,0,224.0
0,0.254143,43,0,0.393947,2527.0,9,0,2,0,0.0,0,2527.0
0,0.028121,71,0,0.046333,3318.0,8,0,2,0,0.0,0,3318.0
0,0.3703,22,0,2.557566,14881.0,8,0,2,0,1.0,0,7440.5
0,0.455259,90,0,6.315945,6750.0,6,0,1,0,0.0,0,6750.0
0,0.017808,66,0,0.19977,2523.0,12,0,2,0,1.0,0,1261.5
0,0.226977,55,0,0.484351,11530.0,7,0,3,0,0.0,0,11530.0
0,0.008678,51,0,0.689918,4985.0,10,0,3,0,0.0,0,4985.0
0,0.47749,55,0,0.218651,4996.5,7,0,0,0,0.0,0,4996.5
0,0.057008,59,1,0.991677,1877.0,3,0,1,0,1.0,1,938.5
0,0.73019,61,0,0.49513,2226.0,10,0,3,2,1.0,2,1113.0
0,0.18247,59,0,0.11915,2540.0,9,0,1,0,0.0,0,2540.0
0,0.380844,53,5,0.989933,5100.0,11,0,0,0,0.0,5,5100.0
1,0.081304,49,0,1.134151,5230.0,5,0,3,0,1.0,0,2615.0
0,0.23852,49,0,0.051724,4996.5,5,0,1,0,0.0,0,4996.5
0,0.192471,49,0,0.596194,6687.0,7,0,0,0,2.0,0,2229.0
0,0.382105,67,0,0.363897,4996.5,15,0,2,0,0.0,0,4996.5
0,0.188849,60,0,0.84559,6063.0,8,0,1,0,1.0,0,3031.5
0,0.252793,21,0,2.9995,1540.0,9,0,0,0,0.0,0,1540.0
0,0.137072,61,0,2.457454,2269.0,3,3,1,0,0.0,3,2269.0
0,0.274031,54,1,2.086191,2566.0,6,0,2,0,1.0,1,1283.0
0,0.126126,51,0,0.72295,2890.0,8,0,2,0,0.0,0,2890.0
0,0.129483,46,0,0.44218,4996.5,10,0,2,0,3.0,0,1249.12
0,0.680529,67,0,0.051707,5783.0,11,0,2,0,1.0,0,2891.5
0,0.220944,65,1,1.594372,4996.5,6,0,2,1,0.0,2,4996.5
0,1.0,41,2,1.922643,4996.5,16,0,1,0,0.0,2,4996.5
0,0.087905,57,0,0.081755,29424.0,4,0,1,0,1.0,0,14712.0
0,0.149171,38,0,1.050562,1696.0,7,0,0,0,1.0,0,848.0
0,0.374775,32,0,2.080195,3914.0,8,0,0,0,1.0,0,1957.0
0,1.0,43,0,0.211973,652.0,9,0,0,0,2.0,0,217.33
0,0.155037,64,0,1.575046,3863.0,11,0,2,0,1.0,0,1931.5
0,0.284348,65,0,0.151285,8218.0,3,0,1,0,0.0,0,8218.0
0,0.199682,59,0,0.348423,8747.0,6,0,0,0,0.0,0,8747.0
0,0.212546,62,0,0.148896,5228.0,13,0,1,0,1.0,0,2614.0
0,0.729261,59,0,1.608979,10010.0,7,0,0,0,0.0,0,10010.0
0,0.190921,43,0,1.600483,4996.5,12,0,0,0,1.0,0,2498.25
0,0.33142,58,1,0.320362,19338.0,11,0,2,0,1.0,1,9669.0
0,0.545446,63,0,0.135632,3235.0,4,0,4,0,0.0,0,3235.0
0,0.270245,62,0,10.0,1539.0,7,0,0,0,2.0,0,513.0
0,0.09073,68,0,0.664237,3551.0,9,0,0,0,0.0,0,3551.0
0,0.297051,61,0,0.569526,4996.5,7,0,2,0,0.0,0,4996.5
0,0.064625,56,0,0.234744,7052.0,12,0,0,0,0.0,0,7052.0
0,0.0087,66,0,0.188061,4996.5,8,0,2,0,1.0,0,2498.25
0,0.311588,51,0,1.152813,4636.0,8,0,1,0,0.0,0,4636.0
0,0.143677,39,1,0.926539,4996.5,4,0,3,0,1.0,1,2498.25
0,0.540985,49,0,0.325596,4996.5,6,0,0,0,2.0,0,1665.5
0,0.674113,41,0,1.649762,4996.5,6,0,1,0,0.0,0,4996.5
1,0.653959,42,0,0.469426,4996.5,5,0,2,0,0.0,0,4996.5
0,0.357179,49,0,1.303132,4996.5,17,0,0,0,1.0,0,2498.25
0,0.482059,40,0,0.97253,4996.5,6,0,2,1,0.0,1,4996.5
0,0.085817,47,3,0.503696,4996.5,5,0,1,0,1.0,3,2498.25
0,0.088569,25,1,1.490743,4977.0,6,0,0,0,2.0,1,1659.0
0,0.288168,54,0,2.270759,5678.0,5,0,3,0,0.0,0,5678.0
0,0.186798,52,0,2.05706,8009.0,10,0,0,0,1.0,0,4004.5
0,0.312558,40,0,0.105479,4996.5,5,0,1,0,1.0,0,2498.25
0,0.297765,61,0,2.255569,4996.5,10,0,1,0,0.0,0,4996.5
0,0.558194,65,0,1.103267,3547.0,5,0,1,0,1.0,0,1773.5
0,0.295075,29,0,1.270042,3013.0,6,0,2,0,0.0,0,3013.0
0,0.064242,41,0,0.048195,4996.5,4,0,1,0,0.0,0,4996.5
0,0.412673,41,0,0.104812,4996.5,2,0,3,0,0.0,0,4996.5
0,0.124848,38,0,0.452532,9676.0,7,0,0,0,0.0,0,9676.0
0,0.420448,63,0,0.069456,4990.0,9,0,3,0,1.0,0,2495.0
0,0.353198,49,0,4.769019,3238.0,9,0,1,0,0.0,0,3238.0
0,0.43812,48,0,0.217234,8060.0,7,0,1,1,0.0,1,8060.0
0,0.387325,23,0,0.147002,2746.0,6,0,1,0,0.0,0,2746.0
0,0.556952,60,0,0.372939,8189.0,13,0,1,0,2.0,0,2729.67
0,0.067335,34,0,0.465259,5826.0,8,0,0,0,0.0,0,5826.0
0,0.150884,52,0,0.826024,3050.0,4,0,2,0,0.0,0,3050.0
0,0.465478,55,0,0.039829,7501.0,8,0,1,0,1.0,0,3750.5
0,0.129129,71,0,0.123555,7610.0,12,0,3,3,0.0,3,7610.0
0,0.112398,33,1,0.303444,12406.0,11,0,1,0,1.0,1,6203.0
0,0.349175,21,0,1.188508,10645.0,7,0,2,1,0.0,1,10645.0
0,0.315652,54,0,0.449801,7280.0,6,0,1,0,0.0,0,7280.0
0,0.462953,77,0,0.743885,1994.0,7,0,0,0,0.0,0,1994.0
0,0.122463,69,0,2.305779,34852.0,4,0,0,0,2.0,0,11617.33
0,0.446319,54,1,0.550857,1598.0,7,0,0,0,0.0,1,1598.0
0,0.42645,45,0,1.075234,10502.0,5,0,0,0,0.0,0,10502.0
0,0.209055,63,0,0.544657,6939.0,7,5,1,0,1.0,5,3469.5
0,0.124106,38,0,2.96461,1921.0,11,0,2,0,0.0,0,1921.0
0,0.566299,58,0,1.363629,4449.0,11,0,2,1,0.0,1,4449.0
0,0.164489,59,0,0.021898,4614.0,7,0,3,0,1.0,0,2307.0
0,0.283056,66,1,0.966688,13967.0,13,0,3,0,1.0,1,6983.5
0,0.104877,90,0,6.213211,2777.0,9,0,0,0,3.0,0,694.25
0,0.260034,57,0,2.633074,3985.0,16,0,2,0,0.0,0,3985.0
0,0.278843,44,0,0.339801,758.0,7,0,1,0,1.0,0,379.0
0,0.177274,51,0,1.545458,19688.0,8,0,3,0,1.0,0,9844.0
0,0.324219,27,0,0.210231,2087.0,6,0,4,0,1.0,0,1043.5
0,0.219673,42,1,0.47954,6383.0,6,0,4,0,0.0,1,6383.0
0,0.312545,46,0,0.257398,4531.0,16,0,2,0,0.0,0,4531.0
0,0.579569,44,0,0.713448,4544.0,11,0,0,0,1.0,0,2272.0
0,0.095351,54,0,7.327245,9394.0,8,0,3,0,0.0,0,9394.0
0,0.265864,40,0,0.08199,4996.5,8,0,0,5,0.0,5,4996.5
0,0.17128,67,0,1.440118,6010.0,4,0,3,0,0.0,0,6010.0
0,0.371445,52,0,0.258378,4996.5,7,0,0,0,1.0,0,2498.25
0,1.0,51,0,0.211407,6393.0,3,0,3,0,0.0,0,6393.0
0,0.111783,47,0,1.023608,11092.0,8,5,3,0,1.0,5,5546.0
0,0.108604,54,0,0.628543,3393.0,8,0,2,1,1.0,1,1696.5
0,0.167502,63,0,0.914026,11618.0,7,0,0,0,3.0,0,2904.5
0,0.194977,39,0,0.572006,11948.0,6,0,0,0,1.0,0,5974.0
0,0.224207,42,0,0.504006,4996.5,7,0,2,0,1.0,0,2498.25
0,0.113903,47,0,0.681102,2898.0,8,0,0,0,1.0,0,1449.0
0,0.295439,33,0,0.541213,4295.0,13,0,0,0,1.0,0,2147.5
0,0.53544,40,0,0.457299,5952.0,11,0,1,0,0.0,0,5952.0
0,0.415322,45,0,0.650458,1641.0,10,0,1,0,0.0,0,1641.0
0,0.454081,64,0,0.332555,17604.0,14,0,1,0,1.0,0,8802.0
0,1.0,55,3,3.57818,4866.0,8,0,2,0,0.0,3,4866.0
0,0.476437,54,0,0.087569,6168.0,8,0,1,0,2.0,0,2056.0
0,0.45485,63,0,0.109147,3097.0,7,0,4,0,0.0,0,3097.0
1,0.56747,50,0,4.060665,1700.0,9,0,2,0,0.0,0,1700.0
0,0.045172,57,0,1.429096,3031.0,13,0,1,0,2.0,0,1010.33
0,0.096419,50,5,0.135139,4996.5,5,0,0,0,0.0,5,4996.5
0,0.166943,55,0,1.431072,8423.0,13,0,1,0,0.0,0,8423.0
0,0.043664,43,1,0.252291,5593.0,6,0,0,0,0.0,1,5593.0
0,0.23631,21,0,0.997697,6485.0,5,0,1,0,1.0,0,3242.5
0,0.156601,50,0,0.587337,3753.0,13,5,2,0,0.0,5,3753.0
0,0.301807,71,1,1.077247,7310.0,5,0,0,3,0.0,4,7310.0
0,0.353227,64,0,0.733422,16095.0,7,0,1,0,0.0,0,16095.0
0,0.112007,65,0,0.220221,8637.0,12,0,0,0,0.0,0,8637.0
0,0.395397,69,0,0.328564,9392.0,8,0,1,0,0.0,0,9392.0
0,0.466763,53,0,0.671881,6218.0,6,0,0,0,0.0,0,6218.0
0,0.298975,54,0,0.111702,1476.0,7,2,1,0,0.0,2,1476.0
0,0.538975,43,0,0.29212,2130.0,5,0,4,0,1.0,0,1065.0
1,0.149272,47,0,0.46624,7072.0,11,0,1,0,1.0,0,3536.0
0,0.249677,60,0,0.622217,4871.0,9,0,0,0,1.0,0,2435.5
0,1.0,68,0,0.286207,6987.0,6,0,0,0,0.0,0,6987.0
0,0.528586,50,0,1.495577,18791.0,7,0,0,0,2.0,0,6263.67
0,1.0,45,0,0.095595,8785.0,7,0,0,0,0.0,0,8785.0
0,0.371648,52,0,0.620711,13455.0,11,0,1,0,0.0,0,13455.0
0,0.58547,60,0,1.240558,5301.0,4,0,0,1,0.0,1,5301.0
0,0.786366,31,0,10.0,2576.0,5,0,1,0,2.0,0,858.67
0,0.207843,21,0,0.122186,4996.5,9,0,1,0,1.0,0,2498.25
0,0.343771,44,0,0.056074,2581.0,6,0,0,0,1.0,0,1290.5
0,0.387869,34,5,1.963769,17096.0,5,0,1,0,0.0,5,17096.0
0,0.757029,44,0,1.027018,9249.0,5,0,2,3,0.0,3,9249.0
1,0.360997,49,2,0.924203,4996.5,6,3,0,0,0.0,5,4996.5
0,0.341474,45,0,0.056918,4996.5,9,0,1,0,0.0,0,4996.5
0,0.324189,72,0,0.457687,4996.5,9,0,1,0,1.0,0,2498.25
0,0.051302,56,0,0.818985,7867.0,6,0,0,0,0.0,0,7867.0
